8.9237242	0.09049981	9.639946	0.11261176
9.0776091	0.10677066	9.8155909	0.14980377
9.1916676	0.117576	10.033108	0.19766664
9.3598804	0.13999111	10.038634	0.1991738
9.4250488	0.15065594	10.150955	0.22762705
9.6013012	0.18375747	10.164668	0.23074523
9.8607368	0.23195341	10.286421	0.25303644
10.016994	0.26869537	10.406886	0.27117266
10.05363	0.27782979	10.439958	0.27487737
10.092661	0.2861059	10.455302	0.27632901
10.124228	0.29314997	10.588673	0.28594415
10.212368	0.32599782	10.688844	0.29221393
10.260287	0.34267236	10.730403	0.293168
10.278528	0.3483805	10.754672	0.2940819
10.386993	0.38386809	10.942666	0.30511903
10.418256	0.39227497	10.948187	0.30518367
10.424184	0.39384111	10.954592	0.30522369
10.583904	0.42010011	10.95581	0.30522705
10.634581	0.42490222	11.024754	0.30320237
10.682124	0.42752988	11.088894	0.30229564
10.690262	0.42797335	11.308553	0.29935085
10.7546	0.43113752	11.322942	0.2994367
10.786945	0.43093307	11.50803	0.29505817
10.886277	0.42406461	11.543622	0.29444428
10.917485	0.42318152	11.580733	0.29261291
10.92385	0.42292574	11.73761	0.28105213
10.930264	0.42312489	11.739426	0.28098428
10.938858	0.42342365	11.772154	0.28069926
10.953032	0.42361012	11.810993	0.28002539
11.089684	0.41584809	11.852463	0.27788992
11.100315	0.41516311	12.048554	0.2642117
11.126807	0.41258522	12.157719	0.26157686
11.308764	0.38092769	12.191738	0.26085098
11.361102	0.36720087	12.207891	0.26020149
11.368212	0.36528939	12.308245	0.25390044
11.455826	0.33935714	12.403668	0.24835152
11.50345	0.32402915	12.49809	0.23904567
11.529556	0.31597868	12.669635	0.21820532
11.659516	0.27492315	12.727366	0.2090291
11.69453	0.26182174	12.746076	0.20650398
11.725744	0.25037167	12.991136	0.1813179
11.806423	0.23266704	13.089591	0.16620024
12.028816	0.1836471	13.150105	0.15565017
12.154922	0.1489054	13.240472	0.14218142
12.367915	0.1013582	13.381416	0.12246811
12.676661	0.0564381	13.703839	0.07526954
